2011-01-05 18:00:00, 25, 11, 55
2011-01-05 19:00:00, 24, 11, 57
2011-01-05 20:00:00, 22, 12, 65
2011-01-05 21:00:00, 21, 12, 68
2011-01-05 22:00:00, 21, 12, 68
2011-01-05 23:00:00, 21, 12, 68
2011-01-06 00:00:00, 17, 12, 80
2011-01-06 01:00:00, 18, 12, 77
2011-01-06 02:00:00, 17, 12, 80
2011-01-06 03:00:00, 18, 12, 77
2011-01-06 04:00:00, 18, 12, 77
2011-01-06 05:00:00, 19, 12, 74
2011-01-06 06:00:00, 20, 12, 71
2011-01-06 07:00:00, 20, 13, 74
2011-01-06 08:00:00, 20, 14, 77
2011-01-06 09:00:00, 21, 16, 81
2011-01-06 10:00:00, 22, 18, 85
2011-01-06 11:00:00, 25, 19, 78
2011-01-06 12:00:00, 27, 20, 75
2011-01-06 13:00:00, 29, 20, 69
2011-01-06 14:00:00, 30, 20, 66
2011-01-06 15:00:00, 30, 21, 69
2011-01-06 16:00:00, 29, 23, 78
2011-01-06 17:00:00, 29, 23, 78
2011-01-06 18:00:00, 29, 24, 82
2011-01-06 19:00:00, 28, 25, 88
2011-01-06 20:00:00, 28, 24, 85
2011-01-06 21:00:00, 28, 25, 86
2011-01-06 22:00:00, 28, 24, 85
2011-01-06 23:00:00, 26, 21, 81
2011-01-07 00:00:00, 24, 20, 84
2011-01-07 01:00:00, 23, 16, 74
2011-01-07 02:00:00, 22, 17, 81
2011-01-07 03:00:00, 22, 16, 78
2011-01-07 04:00:00, 22, 13, 68
2011-01-07 05:00:00, 21, 13, 71
2011-01-07 06:00:00, 20, 12, 71
2011-01-07 07:00:00, 19, 15, 84
2011-01-07 08:00:00, 19, 14, 79
2011-01-07 09:00:00, 19, 14, 79
2011-01-07 10:00:00, 19, 13, 77
2011-01-07 11:00:00, 21, 12, 68
2011-01-07 12:00:00, 22, 9, 57
2011-01-07 13:00:00, 23, 7, 50
2011-01-07 14:00:00, 23, 7, 50
2011-01-07 15:00:00, 23, 11, 60
2011-01-07 16:00:00, 22, 15, 75
2011-01-07 17:00:00, 21, 16, 79
2011-01-07 18:00:00, 21, 18, 86
2011-01-07 19:00:00, 21, 17, 84
2011-01-07 20:00:00, 20, 17, 88
2011-01-07 21:00:00, 21, 16, 81
2011-01-07 22:00:00, 21, 17, 84
2011-01-07 23:00:00, 21, 16, 81
2011-01-08 00:00:00, 20, 15, 81
2011-01-08 01:00:00, 19, 15, 84
2011-01-08 02:00:00, 19, 14, 81
2011-01-08 03:00:00, 19, 15, 84
2011-01-08 04:00:00, 18, 14, 84
2011-01-08 05:00:00, 16, 11, 80
2011-01-08 06:00:00, 16, 12, 84
2011-01-08 07:00:00, 16, 12, 84
2011-01-08 08:00:00, 16, 11, 80
2011-01-08 09:00:00, 16, 11, 80
2011-01-08 10:00:00, 16, 10, 77
2011-01-08 11:00:00, 18, 11, 74
2011-01-08 12:00:00, 19, 9, 65
2011-01-08 13:00:00, 19, 8, 62
2011-01-08 14:00:00, 19, 6, 57
2011-01-08 15:00:00, 19, 7, 59
2011-01-08 16:00:00, 19, 7, 59
2011-01-08 17:00:00, 18, 5, 57
2011-01-08 18:00:00, 17, 8, 67
2011-01-08 19:00:00, 16, 5, 62
2011-01-08 20:00:00, 15, 5, 64
2011-01-08 21:00:00, 15, 6, 67
2011-01-08 22:00:00, 15, 8, 73
2011-01-08 23:00:00, 15, 9, 76
2011-01-09 00:00:00, 15, 9, 76
2011-01-09 01:00:00, 15, 9, 76
2011-01-09 02:00:00, 14, 8, 77
2011-01-09 03:00:00, 13, 7, 77
2011-01-09 04:00:00, 13, 8, 81
2011-01-09 05:00:00, 12, 7, 80
2011-01-09 06:00:00, 12, 7, 80
2011-01-09 07:00:00, 12, 6, 77
2011-01-09 08:00:00, 12, 6, 77
2011-01-09 09:00:00, 12, 7, 80
2011-01-09 10:00:00, 13, 7, 77
2011-01-09 11:00:00, 15, 8, 73
2011-01-09 12:00:00, 18, 10, 71
2011-01-09 13:00:00, 21, 11, 65
2011-01-09 14:00:00, 23, 11, 60
2011-01-09 15:00:00, 23, 11, 60
2011-01-09 16:00:00, 24, 10, 55
2011-01-09 17:00:00, 23, 8, 52
2011-01-09 18:00:00, 20, 7, 57
2011-01-09 19:00:00, 20, 7, 57
2011-01-09 20:00:00, 17, 7, 64
2011-01-09 21:00:00, 18, 8, 65
2011-01-09 22:00:00, 18, 8, 65
2011-01-09 23:00:00, 16, 7, 67
2011-01-10 00:00:00, 13, 6, 74
2011-01-10 01:00:00, 12, 6, 77
2011-01-10 02:00:00, 11, 6, 81
2011-01-10 03:00:00, 9, 4, 80
2011-01-10 04:00:00, 10, 5, 80
2011-01-10 05:00:00, 14, 9, 80
2011-01-10 06:00:00, 14, 9, 80
2011-01-10 07:00:00, 12, 7, 80
2011-01-10 08:00:00, 12, 8, 84
2011-01-10 09:00:00, 15, 10, 80
2011-01-10 10:00:00, 17, 12, 80
2011-01-10 11:00:00, 20, 14, 77
2011-01-10 12:00:00, 21, 15, 78
2011-01-10 13:00:00, 23, 16, 74
2011-01-10 14:00:00, 25, 15, 66
2011-01-10 15:00:00, 26, 15, 63
2011-01-10 16:00:00, 26, 15, 63
2011-01-10 17:00:00, 25, 14, 63
2011-01-10 18:00:00, 22, 13, 68
2011-01-10 19:00:00, 21, 14, 74
2011-01-10 20:00:00, 19, 12, 74
2011-01-10 21:00:00, 18, 12, 77
2011-01-10 22:00:00, 16, 11, 80
2011-01-10 23:00:00, 19, 12, 74
2011-01-11 00:00:00, 18, 11, 74
2011-01-11 01:00:00, 18, 12, 77
2011-01-11 02:00:00, 19, 12, 74
2011-01-11 03:00:00, 19, 12, 74
2011-01-11 04:00:00, 19, 12, 74
2011-01-11 05:00:00, 19, 11, 70
2011-01-11 06:00:00, 19, 12, 74
2011-01-11 07:00:00, 20, 12, 71
2011-01-11 08:00:00, 20, 12, 71
2011-01-11 09:00:00, 20, 12, 71
2011-01-11 10:00:00, 22, 12, 65
2011-01-11 11:00:00, 23, 14, 68
2011-01-11 12:00:00, 25, 15, 66
2011-01-11 13:00:00, 25, 17, 72
2011-01-11 14:00:00, 25, 21, 86
2011-01-11 15:00:00, 25, 21, 85
2011-01-11 16:00:00, 25, 22, 88
2011-01-11 17:00:00, 26, 24, 92
2011-01-11 18:00:00, 27, 24, 89
2011-01-11 19:00:00, 27, 23, 85
2011-01-11 20:00:00, 27, 22, 81
2011-01-11 21:00:00, 26, 20, 77
2011-01-11 22:00:00, 25, 19, 78
2011-01-11 23:00:00, 25, 17, 72
2011-01-12 00:00:00, 25, 16, 68
2011-01-12 01:00:00, 21, 18, 86
2011-01-12 02:00:00, 22, 16, 78
2011-01-12 03:00:00, 21, 17, 84
2011-01-12 04:00:00, 21, 17, 84
2011-01-12 05:00:00, 21, 18, 86
2011-01-12 06:00:00, 22, 18, 85
2011-01-12 07:00:00, 22, 17, 81
2011-01-12 08:00:00, 22, 17, 81
2011-01-12 09:00:00, 22, 17, 81
2011-01-12 10:00:00, 22, 17, 81
2011-01-12 11:00:00, 23, 17, 78
2011-01-12 12:00:00, 23, 17, 78
2011-01-12 13:00:00, 24, 15, 68
2011-01-12 14:00:00, 24, 14, 65
2011-01-12 15:00:00, 24, 16, 71
2011-01-12 16:00:00, 23, 19, 85
2011-01-12 17:00:00, 22, 16, 78
2011-01-12 18:00:00, 22, 16, 78
2011-01-12 19:00:00, 21, 14, 74
2011-01-12 20:00:00, 21, 14, 74
2011-01-12 21:00:00, 21, 14, 74
2011-01-12 22:00:00, 21, 13, 71
2011-01-12 23:00:00, 20, 13, 74
2011-01-13 00:00:00, 20, 14, 77
2011-01-13 01:00:00, 19, 14, 81
2011-01-13 02:00:00, 19, 14, 81
2011-01-13 03:00:00, 19, 13, 77
2011-01-13 04:00:00, 18, 13, 80
2011-01-13 05:00:00, 18, 13, 80
2011-01-13 06:00:00, 19, 13, 77
2011-01-13 07:00:00, 19, 14, 81
2011-01-13 08:00:00, 19, 13, 77
2011-01-13 18:00:00, 21, 12, 68
2011-01-13 19:00:00, 21, 12, 68
2011-01-13 20:00:00, 21, 12, 68
2011-01-13 21:00:00, 20, 13, 74
2011-01-13 22:00:00, 20, 14, 77
2011-01-13 23:00:00, 21, 15, 78
2011-01-14 00:00:00, 20, 16, 84
2011-01-14 01:00:00, 21, 16, 81
2011-01-14 02:00:00, 20, 16, 84
2011-01-14 03:00:00, 20, 16, 84
2011-01-14 04:00:00, 20, 16, 84
2011-01-14 05:00:00, 20, 15, 81
2011-01-14 06:00:00, 19, 15, 84
2011-01-14 07:00:00, 19, 15, 84
2011-01-14 08:00:00, 19, 15, 84
2011-01-14 09:00:00, 19, 16, 88
2011-01-14 10:00:00, 21, 16, 81
2011-01-14 11:00:00, 22, 16, 78
2011-01-14 12:00:00, 23, 15, 71
2011-01-14 13:00:00, 24, 14, 65
2011-01-14 14:00:00, 24, 15, 68
2011-01-14 15:00:00, 25, 15, 66
2011-01-14 16:00:00, 25, 14, 63
2011-01-14 17:00:00, 25, 15, 66
2011-01-14 18:00:00, 24, 15, 68
2011-01-14 19:00:00, 24, 15, 68
2011-01-14 20:00:00, 24, 14, 65
2011-01-14 21:00:00, 24, 14, 65
2011-01-14 22:00:00, 23, 15, 71
2011-01-14 23:00:00, 23, 15, 71
2011-01-15 00:00:00, 23, 15, 71
2011-01-15 01:00:00, 24, 15, 68
2011-01-15 02:00:00, 24, 15, 68
2011-01-15 03:00:00, 24, 15, 68
2011-01-15 04:00:00, 24, 15, 68
2011-01-15 05:00:00, 24, 15, 68
2011-01-15 06:00:00, 25, 14, 63
2011-01-15 07:00:00, 25, 15, 66
2011-01-15 08:00:00, 27, 16, 63
2011-01-15 09:00:00, 28, 16, 60
2011-01-15 10:00:00, 30, 17, 58
2011-01-15 11:00:00, 31, 19, 61
2011-01-15 12:00:00, 33, 20, 58
2011-01-15 13:00:00, 35, 19, 52
2011-01-15 14:00:00, 36, 19, 50
2011-01-15 15:00:00, 35, 20, 54
2011-01-15 16:00:00, 35, 22, 58
2011-01-15 17:00:00, 34, 23, 64
2011-01-15 18:00:00, 34, 24, 67
2011-01-15 19:00:00, 32, 25, 75
2011-01-15 20:00:00, 31, 25, 78
2011-01-15 21:00:00, 29, 21, 72
2011-01-15 22:00:00, 28, 19, 69
2011-01-15 23:00:00, 27, 19, 72
2011-01-16 00:00:00, 26, 17, 68
2011-01-16 01:00:00, 24, 16, 71
2011-01-16 02:00:00, 23, 15, 71
2011-01-16 03:00:00, 20, 13, 74
2011-01-16 04:00:00, 19, 13, 77
2011-01-16 05:00:00, 20, 13, 74
2011-01-16 06:00:00, 20, 14, 77
2011-01-16 07:00:00, 19, 14, 79
2011-01-16 08:00:00, 20, 15, 81
2011-01-16 09:00:00, 19, 14, 81
2011-01-16 10:00:00, 20, 13, 74
2011-01-16 11:00:00, 21, 12, 68
2011-01-16 12:00:00, 21, 12, 68
2011-01-16 13:00:00, 23, 9, 55
2011-01-16 14:00:00, 23, 8, 52
2011-01-16 15:00:00, 24, 9, 52
2011-01-16 16:00:00, 23, 10, 57
2011-01-16 17:00:00, 21, 7, 54
2011-01-16 18:00:00, 20, 8, 60
2011-01-16 19:00:00, 20, 7, 57
2011-01-16 20:00:00, 19, 6, 57
2011-01-16 21:00:00, 19, 6, 57
2011-01-16 22:00:00, 18, 6, 59
2011-01-16 23:00:00, 18, 6, 59
2011-01-17 00:00:00, 18, 6, 59
2011-01-17 01:00:00, 17, 7, 64
2011-01-17 02:00:00, 16, 6, 65
2011-01-17 03:00:00, 15, 6, 67
2011-01-17 04:00:00, 14, 6, 70
2011-01-17 05:00:00, 13, 6, 74
2011-01-17 06:00:00, 13, 5, 70
2011-01-17 07:00:00, 13, 6, 74
2011-01-17 08:00:00, 13, 6, 74
2011-01-17 09:00:00, 14, 7, 73
2011-01-17 10:00:00, 18, 8, 65
2011-01-17 11:00:00, 21, 10, 62
2011-01-17 12:00:00, 23, 11, 60
2011-01-17 13:00:00, 25, 13, 60
2011-01-17 14:00:00, 27, 15, 61
2011-01-17 15:00:00, 29, 16, 58
2011-01-17 16:00:00, 30, 16, 56
2011-01-17 17:00:00, 29, 17, 61
2011-01-17 18:00:00, 28, 17, 63
2011-01-17 19:00:00, 28, 17, 63
2011-01-17 20:00:00, 28, 18, 66
2011-01-17 21:00:00, 30, 19, 63
2011-01-17 22:00:00, 30, 19, 63
2011-01-17 23:00:00, 31, 20, 63
2011-01-18 00:00:00, 32, 27, 81
2011-01-18 01:00:00, 32, 29, 88
2011-01-18 02:00:00, 33, 30, 88
2011-01-18 03:00:00, 33, 30, 88
2011-01-18 04:00:00, 33, 30, 88
2011-01-18 05:00:00, 33, 30, 88
2011-01-18 06:00:00, 33, 30, 88
2011-01-18 07:00:00, 31, 29, 92
2011-01-18 08:00:00, 31, 29, 92
2011-01-18 09:00:00, 32, 29, 88
2011-01-18 10:00:00, 35, 30, 82
2011-01-18 11:00:00, 38, 31, 76
2011-01-18 12:00:00, 40, 33, 76
2011-01-18 13:00:00, 41, 33, 73
2011-01-18 14:00:00, 42, 33, 70
2011-01-18 15:00:00, 44, 34, 67
2011-01-18 16:00:00, 44, 34, 67
2011-01-18 17:00:00, 42, 35, 76
2011-01-18 18:00:00, 40, 35, 83
2011-01-18 19:00:00, 39, 36, 89
2011-01-18 20:00:00, 39, 36, 89
2011-01-18 21:00:00, 38, 36, 92
2011-01-18 22:00:00, 37, 35, 92
2011-01-18 23:00:00, 37, 35, 92
2011-01-19 00:00:00, 36, 34, 92
2011-01-19 01:00:00, 36, 34, 93
2011-01-19 02:00:00, 34, 32, 92
2011-01-19 03:00:00, 34, 31, 88
2011-01-19 04:00:00, 33, 31, 92
2011-01-19 05:00:00, 33, 31, 92
2011-01-19 06:00:00, 33, 30, 88
2011-01-19 07:00:00, 32, 30, 92
2011-01-19 08:00:00, 32, 30, 92
2011-01-19 09:00:00, 32, 29, 88
2011-01-19 10:00:00, 32, 29, 88
2011-01-19 11:00:00, 32, 28, 85
2011-01-19 12:00:00, 31, 29, 92
2011-01-19 13:00:00, 31, 28, 89
2011-01-19 14:00:00, 31, 27, 85
2011-01-19 15:00:00, 30, 27, 86
2011-01-19 16:00:00, 30, 26, 85
2011-01-19 17:00:00, 29, 26, 89
2011-01-19 18:00:00, 29, 24, 82
2011-01-19 19:00:00, 29, 24, 82
2011-01-19 20:00:00, 28, 24, 85
2011-01-19 21:00:00, 28, 24, 85
2011-01-19 22:00:00, 27, 22, 81
2011-01-19 23:00:00, 27, 21, 78
2011-01-20 00:00:00, 27, 21, 78
2011-01-20 01:00:00, 26, 18, 71
2011-01-20 02:00:00, 24, 15, 68
2011-01-20 03:00:00, 21, 14, 73
2011-01-20 04:00:00, 21, 13, 71
2011-01-20 05:00:00, 21, 14, 74
2011-01-20 06:00:00, 21, 14, 74
2011-01-20 07:00:00, 21, 15, 78
2011-01-20 08:00:00, 22, 15, 75
2011-01-20 09:00:00, 22, 16, 78
2011-01-20 10:00:00, 23, 14, 68
2011-01-20 11:00:00, 24, 14, 65
2011-01-20 12:00:00, 24, 14, 65
2011-01-20 13:00:00, 25, 17, 72
2011-01-20 14:00:00, 24, 18, 77
2011-01-20 15:00:00, 24, 20, 84
2011-01-20 16:00:00, 25, 21, 85
2011-01-20 17:00:00, 24, 21, 88
2011-01-20 18:00:00, 24, 21, 88
2011-01-20 19:00:00, 24, 21, 88
2011-01-20 20:00:00, 24, 21, 88
2011-01-20 21:00:00, 24, 20, 84
2011-01-20 22:00:00, 23, 20, 88
2011-01-20 23:00:00, 23, 20, 88
2011-01-21 00:00:00, 23, 20, 88
2011-01-21 01:00:00, 23, 20, 88
2011-01-21 02:00:00, 22, 17, 81
2011-01-21 03:00:00, 21, 15, 78
2011-01-21 04:00:00, 20, 14, 77
2011-01-21 05:00:00, 20, 14, 77
2011-01-21 06:00:00, 19, 11, 70
2011-01-21 07:00:00, 17, 6, 62
2011-01-21 08:00:00, 15, 5, 64
2011-01-21 09:00:00, 14, 6, 70
2011-01-21 10:00:00, 14, 5, 67
2011-01-21 11:00:00, 14, 3, 62
2011-01-21 12:00:00, 14, 2, 58
2011-01-21 13:00:00, 14, 2, 58
2011-01-21 14:00:00, 15, 3, 59
2011-01-21 15:00:00, 14, 1, 56
2011-01-21 16:00:00, 13, -2, 51
2011-01-21 17:00:00, 12, 0, 58
2011-01-21 18:00:00, 11, -1, 58
2011-01-21 19:00:00, 10, -2, 58
2011-01-21 20:00:00, 9, -1, 64
2011-01-21 21:00:00, 7, -2, 66
2011-01-21 22:00:00, 6, -2, 69
2011-01-21 23:00:00, 6, -2, 69
2011-01-22 00:00:00, 6, -2, 69
2011-01-22 01:00:00, 4, -3, 73
2011-01-22 02:00:00, 6, -1, 73
2011-01-22 03:00:00, 5, -2, 72
2011-01-22 04:00:00, 3, -2, 79
2011-01-22 05:00:00, 1, -4, 79
2011-01-22 06:00:00, 2, -4, 76
2011-01-22 07:00:00, 0, -4, 83
2011-01-22 08:00:00, 0, -4, 83
2011-01-22 09:00:00, 2, -2, 83
2011-01-22 10:00:00, 4, -1, 80
2011-01-22 11:00:00, 10, 1, 67
2011-01-22 12:00:00, 12, 1, 61
2011-01-22 13:00:00, 13, -1, 54
2011-01-22 14:00:00, 15, -1, 49
2011-01-22 15:00:00, 17, -1, 45
2011-01-22 16:00:00, 18, -3, 39
2011-01-22 17:00:00, 18, -3, 39
2011-01-22 18:00:00, 18, -3, 39
2011-01-22 19:00:00, 18, -1, 43
2011-01-22 20:00:00, 18, -1, 43
2011-01-22 21:00:00, 19, 0, 43
2011-01-22 22:00:00, 19, 3, 49
2011-01-22 23:00:00, 18, 7, 62
2011-01-23 00:00:00, 18, 9, 68
2011-01-23 01:00:00, 17, 10, 74
2011-01-23 02:00:00, 17, 10, 74
2011-01-23 03:00:00, 16, 4, 59
2011-01-23 04:00:00, 15, 3, 59
2011-01-23 05:00:00, 14, 3, 62
2011-01-23 06:00:00, 12, 3, 67
2011-01-23 07:00:00, 10, 2, 69
2011-01-23 08:00:00, 9, 1, 72
2011-01-23 09:00:00, 9, 2, 73
2011-01-23 10:00:00, 10, 2, 69
2011-01-23 11:00:00, 14, 3, 61
2011-01-23 12:00:00, 15, 3, 59
2011-01-23 13:00:00, 16, 3, 56
2011-01-23 14:00:00, 17, 1, 49
2011-01-23 15:00:00, 18, 1, 47
2011-01-23 16:00:00, 18, 0, 45
2011-01-23 17:00:00, 16, -1, 47
2011-01-23 18:00:00, 14, -1, 51
2011-01-23 19:00:00, 11, -2, 56
2011-01-23 20:00:00, 11, -2, 56
2011-01-23 21:00:00, 7, -3, 64
2011-01-23 22:00:00, 6, -3, 66
2011-01-23 23:00:00, 4, -4, 69
2011-01-24 00:00:00, 5, -3, 69
2011-01-24 01:00:00, 4, -1, 80
2011-01-24 02:00:00, 4, -3, 73
2011-01-24 03:00:00, 4, -4, 69
2011-01-24 04:00:00, 1, -6, 72
2011-01-24 05:00:00, 2, -5, 72
2011-01-24 06:00:00, 5, -2, 72
2011-01-24 07:00:00, 4, -3, 73
2011-01-24 08:00:00, 6, -1, 73
2011-01-24 09:00:00, 8, 1, 73
2011-01-24 10:00:00, 11, 2, 67
2011-01-24 11:00:00, 14, 4, 64
2011-01-24 12:00:00, 17, 5, 59
2011-01-24 13:00:00, 21, 7, 54
2011-01-24 14:00:00, 22, 10, 60
2011-01-24 15:00:00, 24, 12, 60
2011-01-24 16:00:00, 25, 15, 66
2011-01-24 17:00:00, 26, 16, 65
2011-01-24 18:00:00, 27, 17, 66
2011-01-24 19:00:00, 28, 18, 66
2011-01-24 20:00:00, 28, 19, 69
2011-01-24 21:00:00, 28, 21, 75
2011-01-24 22:00:00, 28, 21, 75
2011-01-24 23:00:00, 29, 22, 75
2011-01-25 00:00:00, 30, 24, 78
2011-01-25 01:00:00, 33, 28, 81
2011-01-25 02:00:00, 35, 30, 82
2011-01-25 03:00:00, 34, 31, 88
2011-01-25 04:00:00, 34, 31, 88
2011-01-25 05:00:00, 34, 32, 92
2011-01-25 06:00:00, 34, 32, 92
2011-01-25 07:00:00, 34, 32, 92
2011-01-25 08:00:00, 34, 32, 92
2011-01-25 09:00:00, 34, 32, 92
2011-01-25 10:00:00, 34, 32, 92
2011-01-25 11:00:00, 34, 30, 85
2011-01-25 12:00:00, 34, 29, 82
2011-01-25 13:00:00, 36, 28, 75
2011-01-25 14:00:00, 35, 29, 78
2011-01-25 15:00:00, 35, 28, 75
2011-01-25 16:00:00, 35, 28, 75
2011-01-25 17:00:00, 35, 27, 72
2011-01-25 18:00:00, 35, 27, 72
2011-01-25 19:00:00, 34, 28, 79
2011-01-25 20:00:00, 35, 27, 72
2011-01-25 21:00:00, 34, 27, 75
2011-01-25 22:00:00, 33, 27, 78
2011-01-25 23:00:00, 33, 26, 75
2011-01-26 00:00:00, 31, 26, 82
2011-01-26 01:00:00, 31, 26, 82
2011-01-26 02:00:00, 31, 26, 82
2011-01-26 03:00:00, 32, 26, 78
2011-01-26 04:00:00, 31, 26, 82
2011-01-26 05:00:00, 31, 26, 82
2011-01-26 06:00:00, 31, 26, 82
2011-01-26 07:00:00, 31, 26, 82
2011-01-26 08:00:00, 31, 27, 85
2011-01-26 09:00:00, 32, 27, 81
2011-01-26 10:00:00, 33, 27, 78
2011-01-26 11:00:00, 33, 28, 81
2011-01-26 12:00:00, 33, 28, 81
2011-01-26 13:00:00, 32, 28, 86
2011-01-26 14:00:00, 32, 29, 88
2011-01-26 15:00:00, 31, 28, 89
2011-01-26 16:00:00, 31, 27, 85
2011-01-26 17:00:00, 31, 25, 78
2011-01-26 18:00:00, 30, 25, 81
2011-01-26 19:00:00, 28, 24, 85
2011-01-26 20:00:00, 27, 23, 85
2011-01-26 21:00:00, 27, 21, 78
2011-01-26 22:00:00, 26, 20, 77
2011-01-26 23:00:00, 26, 19, 74
2011-01-27 00:00:00, 26, 19, 74
2011-01-27 01:00:00, 26, 20, 77
2011-01-27 02:00:00, 26, 21, 81
2011-01-27 03:00:00, 26, 19, 74
2011-01-27 04:00:00, 26, 20, 77
2011-01-27 05:00:00, 25, 21, 85
2011-01-27 06:00:00, 25, 21, 85
2011-01-27 07:00:00, 26, 22, 84
2011-01-27 08:00:00, 26, 21, 81
2011-01-27 09:00:00, 26, 21, 81
2011-01-27 10:00:00, 26, 22, 84
2011-01-27 11:00:00, 27, 20, 75
2011-01-27 12:00:00, 27, 21, 78
2011-01-27 13:00:00, 28, 21, 74
2011-01-27 14:00:00, 28, 21, 75
2011-01-27 15:00:00, 29, 21, 72
